"","sovi.names","sovi.f1","sovi.f2","sovi.f3","INDEX"
"170312909002","170312909002","-0.728446183180089","-1.23827503251745","-0.793212673967038",-2.75993388966458
"170312909003","170312909003","-0.761687821814418","-1.46432996565762","0.506105819786505",-1.71991196768553
"170312909004","170312909004","-0.499489269079449","-1.20624669722915","-0.216162133046926",-1.92189809935553
"170318387002","170318387002","-0.838814303701612","-1.12298832277503","-0.724389472485299",-2.68619209896194
"170313102001","170313102001","-0.87721054412452","-0.0156444550928713","-0.31690934052089",-1.20976433973828
"170313102002","170313102002","-0.737063187205402","-0.045621295327614","-0.779265046369072",-1.56194952890209
"170314005002","170314005002","-0.453989996687558","-1.29667718469482","-0.768936574514947",-2.51960375589733
"170314804006","170314804006","-0.754718900478328","0.862315876511467","1.38405162887412",1.49164860490726
"170314804007","170314804007","-0.615198664730718","0.206765097276169","0.786180954667262",0.377747387212713
"170314805001","170314805001","-0.715392519710904","-0.287620035784586","0.118523773812501",-0.884488781682989
"170318364001","170318364001","-0.824676366626738","-1.10785951364301","0.151941388666611",-1.78059449160314
"171978804202","171978804202","6.52899870319343","-1.25389445455909","-1.64042725351256",3.63467699512179
"171978832141","171978832141","1.36609009868527","-0.463813226728441","1.3763783970135",2.27865526897033
"171978803044","171978803044","0.0189929993678435","1.16140848174371","-0.801169484960561",0.379231996150996
"171978810012","171978810012","0.481076069350708","0.63172457194502","0.105602919900906",1.21840356119663
"171978806022","171978806022","-0.422334739310722","0.178108938683767","0.529323187147614",0.285097386520659
"171978807012","171978807012","0.783356624111782","-0.24983722586564","0.268237989722572",0.801757387968714
"170318364002","170318364002","-0.551411598591919","-0.976126659571733","0.474210814709623",-1.05332744345403
"170314408002","170314408002","-0.385743393876295","-1.3760378589776","-0.216113882789187",-1.97789513564309
"170314409001","170314409001","-1.0637027455987","-0.767521172640259","0.323544374650272",-1.50767954358869
"170314409002","170314409002","-1.15331365280664","-0.821532693537361","0.583563085590385",-1.39128326075362
"170314409003","170314409003","-0.620998616224214","-0.112170253558542","-0.0926683546778011",-0.825837224460557
"170318343003","170318343003","-1.30032378763057","-0.204763298180802","0.161389778849576",-1.3436973069618
"170312505002","170312505002","-0.190374638922784","0.516715678691896","0.822275302270335",1.14861634203945
"170312505003","170312505003","-0.844361471639208","0.348580568723912","0.135857461315237",-0.35992344160006
"170312505004","170312505004","-0.656826753606259","0.52562247650623","-0.653157593054253",-0.784361870154282
"170316406002","170316406002","-0.330310436925512","-0.162064259569247","0.315236345100953",-0.177138351393806
"170978633003","170978633003","-0.277714196193149","1.73541889068703","-0.218782584455274",1.2389221100386
"170978634001","170978634001","-0.757667292518092","3.0326173720665","-0.479251487549186",1.79569859199922
"170978634003","170978634003","0.160556565128061","2.31617213607603","-0.358070861884478",2.11865783931961
"170978635001","170978635001","-0.51984168763869","1.61140067168804","2.11852166214793",3.21008064619728
"170311710003","170311710003","-0.423194969093925","-0.3260384701857","0.251854074849573",-0.497379364430052
"170311710005","170311710005","-0.415926865793143","0.0139952648938722","0.37479991829395",-0.0271316826053213
"170311710006","170311710006","-0.462038885321859","-0.625379571192518","-0.0100088781199064",-1.09742733463428
"170311711002","170311711002","0.178577034061529","-0.277422761482837","0.15769862869167",0.0588529012703627
"170318423001","170318423001","0.116162926000446","0.1749516457501","-0.530142890276881",-0.239028318526335
"170312403001","170312403001","0.434431103683799","2.50400429207505","-0.924752977130165",2.01368241862868
"170318310001","170318310001","-0.0677012353898824","2.71250008312446","-1.20547951844092",1.43931932929366
"170312423001","170312423001","0.563559603705121","0.479726460538727","-0.817356992475835",0.225929071768013
"170312503001","170312503001","0.332798285013747","-1.48422137851201","-0.308009344386884",-1.45943243788514
"170978611062","170978611062","1.6161815148086","1.33863251112656","-0.835458487966733",2.11935553796843
"170978601012","170978601012","2.99637315393715","-0.830421068119147","-1.02007211559066",1.14587997022735
"170978606002","170978606002","-0.0296498882921267","0.671077804452706","-0.973206744768274",-0.331778828607695
"170312909001","170312909001","-0.893250543817319","-1.47802270670646","-0.0468693402652334",-2.41814259078901
"170312608002","170312608002","-0.657602195530363","-1.26384170235424","0.169553638861209",-1.7518902590234
"170312609001","170312609001","-0.593529247304736","-1.30874293835798","-0.472666155822825",-2.37493834148555
"170312609002","170312609002","-0.9640247753159","-1.3268025731682","-0.417715879070218",-2.70854322755431
"170312610002","170312610002","-0.288486737466792","-1.11339390825758","-0.49986455346225",-1.90174519918662
"171978805071","171978805071","4.99930969842635","-1.74685463270462","-0.777703550624388",2.47475151509735
"171978803033","171978803033","0.170852610078466","1.05878549200002","-1.13612893577418",0.0935091663043062
"171978803041","171978803041","0.731685039456794","2.55728977956299","-1.27129586059851",2.01767895842127
"171978803122","171978803122","2.00306057787179","2.73359959298912","1.74262925526143",6.47928942612235
"171978803141","171978803141","0.21817775947687","0.829138771037476","-0.968548307126797",0.078768223387549
"171978803101","171978803101","12.3803138697149","-1.76565610891189","-0.545215564799616",10.0694421960034
"171978832121","171978832121","5.41339151189227","-0.662374776500802","0.418329892617736",5.1693466280092
"171978833051","171978833051","0.317000622933065","0.771864391907321","-0.84888303018196",0.239981984658426
"170312912002","170312912002","-0.316788404301433","-1.2765097245741","-0.569589470706148",-2.16288759958168
"170318431001","170318431001","-0.0545526721993779","-1.34416180272903","0.128110348498203",-1.27060412643021
"171978833052","171978833052","0.118965275132275","0.754840170327096","-0.903757295197003",-0.0299518497376313
"171978814022","171978814022","-0.687473900444236","-0.166719143033073","0.0729719438215985",-0.781221099655711
"171978814023","171978814023","-0.321795663235617","0.482302118262523","-0.340989816985608",-0.180483361958702
"171978814011","171978814011","-0.600495977152178","-0.616996390694355","-0.233251112369204",-1.45074348021574
"171978806023","171978806023","-0.116166800547332","0.098434318159604","-0.160158306303971",-0.177890788691699
"171978813012","171978813012","0.151937789954229","-1.43557834510781","-0.321968337044818",-1.6056088921984
"171978839031","171978839031","0.714869730260973","0.162062554484232","-0.154585250168245",0.72234703457696
"170318433001","170318433001","0.0458596610338284","-1.31167669241588","-0.445471751511741",-1.7112887828938
"170318387004","170318387004","-0.937403333810551","-1.13742442431705","-0.663462592350885",-2.73829035047849
"170318431002","170318431002","-0.72346699875801","-0.142013563451223","-0.512035387127518",-1.37751594933675
"170314008001","170314008001","-0.754790198843327","-1.42483723458469","-0.658591504392702",-2.83821893782072
